id;nome;imagem_path;is_figura;legenda;instrumento_id;historia_id
170;calor08_F01;data/images/fotos/calor-termo/6-geral/calor08_F01.jpg;true;"Fig. 125 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Tipographia da Academia Real das Sciências, Lisboa, 1880. ";23;null
171;calor08_F02;data/images/fotos/calor-termo/6-geral/calor08_F02.jpg;true;"Fig. 126 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Tipographia da Academia Real das Sciências, Lisboa, 1880. ";23;null
172;calor09_F01;data/images/fotos/calor-termo/6-geral/calor09_F01.jpg;true;"Fig. 336 de A. Ganot, G. Maneuvrier, <i>Traité Élémentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette et Cie., Paris, 1913.";24;null
173;calor11_F01;data/images/fotos/calor-termo/6-geral/calor11_F01.jpg;true;"Fig. 537 de A. Ganot, G. Maneuvrier, <i>Traité Élémentaire de Physique</i>, 21<sup>ére édition</sup>, Librairie Hachette et Cie., Paris, 1894";26;null

174;cap01_F01;data/images/fotos/capilaridade/cap01_F01.jpg;true;"Fig. 87779 do catálogo Max Kohl A. G., <i>Appareils de Physique</i>, nº 100, Tome III, Chemnitz, Allemagne";27;null
175;cap02_F01;data/images/fotos/capilaridade/cap02_F01.jpg;true;"Fig. 234 do catálogo <i>Les Fils d’Emile Deyrolle</i>, Paris.";28;null
176;cap03_F01;data/images/fotos/capilaridade/cap03_F01.jpg;true;"Fig. 235 do catálogo <i>Les Fils d’Emile Deyrolle</i>, Paris.";29;null

177;apa02_F01;data/images/fotos/electro/8-apa-med/apa02_F01.jpg;true;"Fig. 94014 do catálogo Max Kohl A. G., <i>Appareils de Physique</i>, nº 100, Tome III, Chemnitz, Allemagne.";31;null

178;bus01_F01;data/images/fotos/electro/9-bussolas/bus01_F01.jpg;true;"Fig. 4358 do catálogo Dr. Stöhrer u. Sohn, <i>Physikalische und Chemische Lehrmittel</i>, Ausgabe IX, Leipzig. ";35;null

179;eleq01_F01;data/images/fotos/electro/10-eletroquimica/eleq01_F01.jpg;true;"Fig. 486 de F. J. Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, Editora Livraria Cruz, Braga, 1918.";37;null
180;eleq03_F01;data/images/fotos/electro/10-eletroquimica/eleq03_F01.jpg;true;"Fig. 628 do catálogo <i>Les Fils d’Emile Deyrolle</i>, Paris.";39;null
181;eleq03_F02;data/images/fotos/electro/10-eletroquimica/eleq03_F03.jpg;true;"Fig. 95018 do catálogo Max Kohl A. G., <i>Appareils de Physique</i>, nº 100, Tome III, Chemnitz, Allemagne.";39;null

182;elee02_F01;data/images/fotos/electro/11-eletroestatica/elee02_F01.jpg;true;"Fig. 594 do catálogo <i>Les Fils d’Emile Deyrolle</i>, Paris.";41;null
183;elee04_F01;data/images/fotos/electro/11-eletroestatica/elee04_F01.jpg;true;"Fig. 478 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Typographia da Academia Real das Sciencias, Lisboa, 1880.";43;null
184;elee05_F01;data/images/fotos/electro/11-eletroestatica/elee05_F01.jpg;true;"Fig. 92563 do catálogo Max Kohl A. G., <i>Appareils de Physique</i>, nº 100, Tome III, Chemnitz, Allemagne.";44;null
185;elee07_F01;data/images/fotos/electro/11-eletroestatica/elee07_F01.jpg;true;"Fig. 4723/1 do catálogo Dr. Stöhrer u. Sohn, <i>Physikalische und Chemische Lehrmittel</i>, Ausgabe IX, Leipzig.";46;null
186;elee07_F02;data/images/fotos/electro/11-eletroestatica/elee07_F02.jpg;true;"Fig. 4723/2 do catálogo Dr. Stöhrer u. Sohn, <i>Physikalische und Chemische Lehrmittel</i>, Ausgabe IX, Leipzig.";46;null
187;elee07_F03;data/images/fotos/electro/11-eletroestatica/elee07_F03.jpg;true;"Fig. 4738 do catálogo Dr. Stöhrer u. Sohn, <i>Physikalische und Chemische Lehrmittel</i>, Ausgabe IX, Leipzig.";46;null

188;motg02_F01;data/images/fotos/electro/12-motores-geradores/motg02_F01.jpg;true;"Fig. 568 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Typographia da Academia Real das Sciencias, Lisboa, 1880.";50;null
189;motg03_F01;data/images/fotos/electro/12-motores-geradores/motg03_F01.jpg;true;"Fig. 641 do catálogo <i>Les Fils d’Emile Deyrolle</i>, Paris.";51;null
190;motg04_F01;data/images/fotos/electro/12-motores-geradores/motg04_F01.jpg;true;"Fig. 464 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Typographia da Academia Real das Sciencias, Lisboa, 1880.";52;null

191;ger02_F01;data/images/fotos/electro/13-geral/ger02_F01.jpg;true;"Fig. 483 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Typographia da Academia Real das Sciencias, Lisboa, 1880.";54;null
192;ger05_F01;data/images/fotos/electro/13-geral/ger05_F01.jpg;true;"Fig. 5305 do catálogo Dr. Stöhrer und Sohn, <i>Physikalische und Chemische Lehrmittel</i>, Ausgabe IX, Leipzig.";57;null
193;ger06_F01;data/images/fotos/electro/13-geral/ger06_F01.jpg;true;"Fig. 1747 do catálogo W.M. Welsh Scientific Company, <i>Laboratory Apparatus and Supplies for Physics and Chemistry</i>, Catalog “G”, Chicago, 1922.";58;null

194;apaagua02_F01;data/images/fotos/hidro/14-aparelhoselevacaodeagua/apaagua02_F01.jpg;true;"Fig. 231 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Typographia da Academia Real das Sciências, Lisboa 1880.";62;null
195;apaagua03_F01;data/images/fotos/hidro/14-aparelhoselevacaodeagua/apaagua03_F01.jpg;true;"Fig. 230 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Typographia da Academia Real das Sciências, Lisboa 1880";63;null

196;bombagua01_F01;data/images/fotos/hidro/15-bombasdeagua/bombagua01_F01.jpg;true;"Fig. 221 de F. J. Sousa Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Editora Livraria Cruz, Braga 1918.";64;null
197;bombagua02_F01;data/images/fotos/hidro/15-bombasdeagua/bombagua02_F01.jpg;true;"Fig. 151 de P. Métral, <i>Précis de Physique</i>, 2<sup>ème</sup édition, Masson et Cie. Éditeurs, Paris 1930.";65;null

198;hidrogeral01_F01;data/images/fotos/hidro/16-geral/hidrogeral01_F01.jpg;true;"Fig. 96 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Tipographia da Academia Real das Sciências, Lisboa 1880.";66;null
199;hidrogeral02_F01;data/images/fotos/hidro/16-geral/hidrogeral02_F01.jpg;true;"Fig. 100 de M. Chassagny, <i>Cours Élémentaire de Physique</i>, 6<sup>ème</sup> edition, Librairie Hachette et Cie, Paris 1912.";67;null
200;hidrogeral03_F01;data/images/fotos/hidro/16-geral/hidrogeral03_F01.jpg;true;"Fig. 111 do catálogo <i>Les fils d’Émile Deyrolle</i>, Paris";68;null
201;hidrogeral03_F02;data/images/fotos/hidro/16-geral/hidrogeral03_F02.jpg;true;"Fig. 124 de A. Ganot, G. Maneuvrier, <i>Traité Élémentaire de Physique</i>, 26<sup>ème</sup> édition, Librairie Hachette et Cie, Paris 1918.";68;null
202;hidrogeral04_F01;data/images/fotos/hidro/16-geral/hidrogeral04_F01.jpg;true;"Fig. 100 de <i>Cours de Physique, 1<sup>ére</sup>, 2<sup>ème</sup> et 3<sup>ème</sup> Années, par Une Réunion de Professeurs</i>, Librairie Genérale, Paris.";69;null
203;hidrogeral05_F01;data/images/fotos/hidro/16-geral/hidrogeral05_F01.jpg;true;Fig. 1 – Esquema do carneiro hidráulico;70;null
204;hidrogeral06_F01;data/images/fotos/hidro/16-geral/hidrogeral06_F01.jpg;true;"Fig.112 do catálogo <i>Les Fils d’Émile Deyrolle</i>, Paris.";71;null
205;hidrogeral07_F01;data/images/fotos/hidro/16-geral/hidrogeral07_F01.jpg;true;"Fig. 213 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Tipographia da Academia Real das Sciências, Lisboa 1880.";72;null
206;hidrogeral09_F01;data/images/fotos/hidro/16-geral/hidrogeral09_F01.jpg;true;"Fig. 143 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Typographia da Academia Real das Sciencias, Lisboa 1880.";74;null
207;hidrogeral10_F01;data/images/fotos/hidro/16-geral/hidrogeral10_F01.jpg;true;"Fig. 98 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Typographia da Academia Real das Sciencias, Lisboa 1880.";75;null
208;hidrogeral11_F01;data/images/fotos/hidro/16-geral/hidrogeral11_F01.jpg;true;"Fig. 210 de F. J. Sousa Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Editora Livraria Cruz, Braga 1918.";76;null
209;hidrogeral12_F01;data/images/fotos/hidro/16-geral/hidrogeral12_F01.jpg;true;"Fig. 184 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Tipographia da Academia Real das Sciências, Lisboa, 1880.";77;null

210;apamed01_F01;data/images/fotos/mecanica/17-apa-med/apamed01_F01.jpg;true;"Fig. 5 de A. Guerreiro, R. Seixas, <i>Trabalhos Práticos de Física</i>, Porto Editora.";78;null
211;apamed04_F01;data/images/fotos/mecanica/17-apa-med/apamed04_F01.jpg;true;"Fig. 8 de A. Ganot, G. Maneuvrier, <i>Traité Élémentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette et Cie, Paris 1913.";81;null
212;apamed04_F02;data/images/fotos/mecanica/17-apa-med/apamed04_F02.jpg;true;Fig. 9 Esquema ilustratico que permite verificar a esfericidade e medir o raio da curvatura de uma lente convexa;81;null
213;apamed06_F01;data/images/fotos/mecanica/17-apa-med/apamed06_F01.jpg;true;"Fig. 8 de A. Guerreiro, R. Seixas <i>Trabalhos Práticos de Física</i>, Porto Editora.";83;null
214;apamed07_F01;data/images/fotos/mecanica/17-apa-med/apamed07_F01.jpg;true;Fig. 1 – Esquema do planímetro de Amsler;84;null

215;bal02_F01;data/images/fotos/mecanica/18-balancas/bal02_F01.jpg;true;"Fig. 99 de F. J. Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Editora Livraria Cruz, Braga 1918.";86;null
216;bal03_F01;data/images/fotos/mecanica/18-balancas/bal03_F01.jpg;true;"Fig. 127-9 do catálogo <i>Les Fils d’Émile Deyrolle</i>, Paris.";87;null
217;bal04_F01;data/images/fotos/mecanica/18-balancas/bal04_F01.jpg;true;"Fig. 24 do livro A. Guerreiro, R. Seixas, <i>Trabalhos Práticos de Física</i>, Porto Editora";88;null
218;bal05_F01;data/images/fotos/mecanica/18-balancas/bal05_F01.jpg;true;"Fig. 7 de A. Ferreira, <i>Trabalhos Práticos de Física</i>, Livraria Sá da Costa, Lisboa 1936.";89;null
219;bal06_F01;data/images/fotos/mecanica/18-balancas/bal06_F01.jpg;true;"Fig. 3 - Weighing Machines de <i>Encyclopaedia Britannica</i>, Vol. 23, edição 1952.";90;null
220;bal07_F01;data/images/fotos/mecanica/18-balancas/bal07_F01.jpg;true;"Fig. 103 de F. J. Sousa Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Livraria Cruz, Braga, 1918.";91;null

221;dina01_F01;data/images/fotos/mecanica/19-dinamometros/dina01_F01.jpg;true;Fig. 1 – Esquema do dinamómetro de mola em hélice;92;null
222;dina02_F01;data/images/fotos/mecanica/19-dinamometros/dina02_F01.jpg;true;"Fig. 30 de F. J. Gomes, Álvaro R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Editora Livraria Cruz, Braga 1918.";93;null

223;maqsim01_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim01_F01.jpg;true;"Fig. 148 de E. Gabriel, <i>Précis de Mécanique</i>, Maison A. Mame & Fils – Imprimeurs/Éditeurs, Tours, 1916. ";94;null
224;maqsim03_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim03_F01.jpg;true;"Fig. 151 de E. Gabriel, <i>Précis de Mécanique</i>, Maison A. Mame & Fils - Imprimeurs/Éditeurs, Tours, 1916.";96;null
225;maqsim03_F02;data/images/fotos/mecanica/20-maquina-simples/maqsim03_F02.jpg;true;"Fig. 152 de E. Gabriel, <i>Précis de Mécanique</i>, Maison A. Mame & Fils - Imprimeurs/Éditeurs, Tours, 1916.";96;null
226;maqsim04_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim04_F01.jpg;true;"Fig. 54 do catálogo <i>Les Fils d’Emile Deyrolle</i>, Paris.";97;null
227;maqsim05_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim05_F01.jpg;true;"Fig. 87 de F. J. Sousa Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Editora Livraria Cruz, Braga 1918.";98;null
228;maqsim06_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim06_F01.jpg;true;Fig. 1 – Esquema de uma roldana fixa;99;null
229;maqsim06_F02;data/images/fotos/mecanica/20-maquina-simples/maqsim06_F02.jpg;true;Fig. 2 – Esquema de uma roldana móvel;99;null
230;maqsim06_F03;data/images/fotos/mecanica/20-maquina-simples/maqsim06_F03.jpg;true;Fig. 3 – Esquema de uma talha.;99;null
231;maqsim06_F04;data/images/fotos/mecanica/20-maquina-simples/maqsim06_F04.jpg;true;Fig. 4 – Esquema de um cadernal;99;null
232;maqsim07_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim07_F01.jpg;true;"Fig. 1302 de E. Gabriel, <i>Précis de Mecanique</i>, Maison A. Mame & Fils – Imprimeurs/ Éditeurs, Tours 1916.";100;null
233;maqsim08_F01;data/images/fotos/mecanica/20-maquina-simples/maqsim08_F01.jpg;true;"Fig. 153 de E. Gabriel, <i>Précis de Mecanique</i>, Maison A. Mame & Fils – Imprimeurs/ Éditeurs, Tours 1916.";101;null

234;mec01_F01;data/images/fotos/mecanica/22-geral/mec01_F01.jpg;true;Fig. 1 – Esquema do aparelho para demonstração dos efeitos da força centrífuga ;105;null
235;mec01_F02;data/images/fotos/mecanica/22-geral/mec01_F02.jpg;true;Fig. 2 – Esquema do regulador de Watt;105;null
236;mec01_F03;data/images/fotos/mecanica/22-geral/mec01_F03.jpg;true;Fig. 3 ;105;null
237;mec01_F04;data/images/fotos/mecanica/22-geral/mec01_F04.jpg;true;Fig. 4;105;null
238;mec01_F05;data/images/fotos/mecanica/22-geral/mec01_F05.jpg;true;Fig. 5;105;null
239;mec01_F06;data/images/fotos/mecanica/22-geral/mec01_F06.jpg;true;Fig. 6 – Esquema dos meridianos elásticos;105;null
240;mec01_F07;data/images/fotos/mecanica/22-geral/mec01_F07.jpg;true;Fig. 7;105;null
241;mec01_F08;data/images/fotos/mecanica/22-geral/mec01_F08.jpg;true;Fig. 8 – Esquema do tubo de Tyndall;105;null
242;mec01_F09;data/images/fotos/mecanica/22-geral/mec01_F09.jpg;true;Fig. 9 – Esquema do pêndulo de Foucault;105;null
243;mec01_F10;data/images/fotos/mecanica/22-geral/mec01_F10.jpg;true;Fig. 10;105;null
244;mec02_F01;data/images/fotos/mecanica/22-geral/mec02_F01.jpg;true;"Fig. 92 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, 3ª edição, Tipographia da Academia Real das Sciências, Lisboa 1880";106;null
245;mec03_F01;data/images/fotos/mecanica/22-geral/mec03_F01.jpg;true;"Fig. 40 do livro <i>Elementos de Física Descritiva</i>, F. J. Gomes, Álvaro Machado, Editora Livraria Cruz, Braga 1918.";107;null
246;mec04_F01;data/images/fotos/mecanica/22-geral/mec04_F01.jpg;true;"Fig 104 de F. J. Gomes, A. R. Machado, <i>Elementos de Física Descritiva</i>, 6ª edição, Editora Livraria Cruz, Braga 1918.";108;null
247;mec05_F01;data/images/fotos/mecanica/22-geral/mec05_F01.jpg;true;"Fig. 55 do catálogo <i>Les Fils d’Émile Deyrolle</i>, Paris. ";109;null

248;opt01_F01;data/images/fotos/optica/opt01_F01.jpg;true;"Fig. 368 de A. Ganot, G. Maneuvrier, <i>Traité Élémentaire de Physique</i>, 21<sup>ére</sup> édition, Librairie Hachette et Cie, Paris, 1894.";110;null
249;opt02_F01;data/images/fotos/optica/opt02_F01.jpg;true;"Fig. 58 de A. Pina Vidal, <i>Tratado Elementar de Óptica</i>, Tipografia da Academia Real das Ciências, Lisboa 1874.";111;null
250;opt03_F01;data/images/fotos/optica/opt03_F01.jpg;true;"Fig. 486 do catálogo <i>Les Fils d’Émile Deyrolle</i>, Paris.";112;null
251;opt04_F01;data/images/fotos/optica/opt04_F01.jpg;true;"Fig. 284 de <i>Cours de Physique, 1<sup>ére</sup>, 2<sup>ème</sup> et 3<sup>ème</sup> Années, par une Reunion de Professeurs</i>, Librairie General J. Gigord, Paris.";113;null
252;opt05_F01;data/images/fotos/optica/opt05_F01.jpg;true;"Fig. 286 de <i>Cours de Physique, 1<sup>ére</sup>, 2<sup>ème</sup> et 3<sup>ème</sup> Années, par une Reunion de Professeurs</i>, Librairie General J. Gigord, Paris.";114;null
253;opt07_F01;data/images/fotos/optica/opt07_F01.jpg;true;"Fig. 359 de F. Fonseca Benevides, <i>Noções de Physica Moderna</i>, Tipographia da Academia Real das Sciências, Lisboa 1880.";116;null
254;opt08_F01;data/images/fotos/optica/opt08_F01.jpg;true;"Fig. 693 de A. Ganot, G. Maneuvrier, <i>Traité Élèmentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette, Paris 1913.";117;null
255;opt08_F02;data/images/fotos/optica/opt08_F02.jpg;true;"Fig. 694 de A. Ganot, G. Maneuvrier, <i>Traité Élèmentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette, Paris 1913.";117;null
256;opt08_F03;data/images/fotos/optica/opt08_F03.jpg;true;"Fig. 695 de A. Ganot, G. Maneuvrier, <i>Traité Élèmentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette, Paris 1913.";117;null
257;opt08_F04;data/images/fotos/optica/opt08_F04.jpg;true;"Fig. 696 de A. Ganot, G. Maneuvrier, <i>Traité Élèmentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette, Paris 1913.";117;null
258;opt08_F05;data/images/fotos/optica/opt08_F05.jpg;true;"Fig. 697 de A. Ganot, G. Maneuvrier, <i>Traité Élèmentaire de Physique</i>, 25<sup>ème</sup> édition, Librairie Hachette, Paris 1913.";117;null
259;opt09_F01;data/images/fotos/optica/opt09_F01.jpg;true;Fig. 1 – Esquema do trajecto de um raio luminoso ao atravessar um prisma óptico;118;null
260;opt11_F01;data/images/fotos/optica/opt11_F01.jpg;true;"Fig. 550 e 551 de A. Ganot, G. Maneuvrier, <i>Traité Élémentaire de Physique</i>, 26<sup>éme</sup> Édition, Librairie Hachette et Cie, Paris 1918.";120;null

261;foto1;data/images/fotos/historias/foto1.jpg;false;"Classe de Physique";null;4
262;foto2;data/images/fotos/historias/foto2.jpg;false;"Cabinet de Physique";null;4
263;foto3;data/images/fotos/historias/foto3.jpg;false;"Classe d’Electrotechnie";null;4
264;foto4;data/images/fotos/historias/foto4.jpg;false;"Classe de Chimie";null;4
265;foto5;data/images/fotos/historias/foto5.jpg;false;"Laboratoire de Chimie";null;4
266;foto6;data/images/fotos/historias/foto6.jpg;false;"Classe de Mercéologie (Produits de Commerce et Legislation Fiscale)";null;4














